OA,Mixed,Asian,Black,Other,White
E00011707,0.01,0.05,0.07,0.02,0.84
E00011708,0.02,0.03,0.07,0.0,0.88
E00011709,0.04,0.05,0.06,0.0,0.86
E00011710,0.03,0.0,0.01,0.0,0.96
E00011711,0.01,0.06,0.02,0.0,0.91
E00011712,0.03,0.06,0.07,0.02,0.82
E00011713,0.02,0.02,0.08,0.0,0.88
E00011714,0.04,0.06,0.1,0.0,0.79
E00011715,0.02,0.14,0.17,0.02,0.66
E00011716,0.02,0.06,0.12,0.0,0.8
E00011717,0.08,0.07,0.17,0.0,0.68
E00011718,0.03,0.08,0.16,0.0,0.72
E00011719,0.04,0.06,0.16,0.0,0.73
E00011720,0.05,0.04,0.15,0.0,0.75
E00011721,0.01,0.06,0.1,0.01,0.82
E00011722,0.03,0.02,0.09,0.0,0.86
E00011723,0.02,0.06,0.08,0.0,0.85
E00011724,0.04,0.06,0.15,0.01,0.76
E00011725,0.05,0.03,0.06,0.01,0.85
E00011726,0.06,0.04,0.12,0.01,0.77
E00011727,0.03,0.01,0.06,0.02,0.89
E00011728,0.03,0.11,0.14,0.02,0.71
E00011729,0.03,0.13,0.1,0.01,0.73
E00011730,0.02,0.05,0.05,0.0,0.88
E00011731,0.03,0.05,0.04,0.01,0.89
E00011732,0.0,0.05,0.03,0.01,0.92
E00011733,0.02,0.1,0.02,0.0,0.87
E00011734,0.03,0.12,0.05,0.0,0.81
E00011735,0.0,0.01,0.02,0.01,0.95
E00011736,0.02,0.14,0.04,0.01,0.8
E00011737,0.04,0.01,0.05,0.0,0.89
E00011739,0.01,0.09,0.03,0.02,0.85
E00011740,0.01,0.04,0.03,0.0,0.91
E00011741,0.01,0.06,0.01,0.01,0.91
E00011743,0.01,0.12,0.06,0.01,0.81
E00011744,0.0,0.01,0.02,0.01,0.96
E00011745,0.03,0.03,0.03,0.0,0.92
E00011746,0.02,0.04,0.03,0.0,0.9
E00011747,0.05,0.04,0.05,0.0,0.86
E00011748,0.02,0.05,0.02,0.0,0.91
E00011749,0.01,0.03,0.01,0.03,0.91
E00011750,0.02,0.04,0.03,0.0,0.9
E00011751,0.03,0.05,0.02,0.0,0.9
E00011753,0.03,0.09,0.07,0.0,0.81
E00011754,0.05,0.1,0.05,0.01,0.8
E00011755,0.05,0.03,0.05,0.04,0.84
E00011756,0.02,0.09,0.04,0.02,0.81
E00011757,0.02,0.04,0.05,0.02,0.87
E00011758,0.0,0.16,0.06,0.0,0.78
E00011759,0.02,0.09,0.04,0.01,0.84
E00011760,0.02,0.08,0.04,0.01,0.85
E00011761,0.03,0.05,0.03,0.01,0.88
E00011762,0.02,0.14,0.09,0.01,0.74
E00011763,0.05,0.21,0.06,0.0,0.69
E00011764,0.04,0.06,0.05,0.01,0.83
E00011765,0.03,0.09,0.06,0.0,0.82
E00011766,0.05,0.2,0.07,0.0,0.69
E00011767,0.01,0.03,0.02,0.0,0.92
E00011768,0.02,0.06,0.09,0.0,0.82
E00011769,0.06,0.06,0.04,0.04,0.81
E00011770,0.07,0.03,0.01,0.01,0.88
E00011771,0.01,0.06,0.06,0.02,0.85
E00011772,0.06,0.06,0.05,0.01,0.83
E00011773,0.02,0.05,0.04,0.0,0.89
E00011774,0.02,0.12,0.04,0.0,0.82
E00011775,0.04,0.07,0.03,0.0,0.85
E00011776,0.0,0.03,0.03,0.0,0.93
E00011777,0.02,0.11,0.04,0.01,0.82
E00011778,0.02,0.03,0.02,0.0,0.93
E00011779,0.02,0.0,0.0,0.01,0.96
E00011780,0.03,0.02,0.06,0.01,0.89
E00011781,0.03,0.07,0.03,0.01,0.86
E00011782,0.01,0.03,0.04,0.0,0.92
E00011783,0.02,0.02,0.04,0.0,0.92
E00011784,0.0,0.04,0.07,0.0,0.88
E00011785,0.06,0.05,0.1,0.01,0.78
E00011786,0.0,0.03,0.01,0.0,0.95
E00011787,0.03,0.05,0.02,0.01,0.89
E00011788,0.01,0.0,0.0,0.02,0.97
E00011789,0.01,0.01,0.03,0.01,0.94
E00011790,0.01,0.02,0.02,0.0,0.96
E00011791,0.01,0.01,0.01,0.04,0.93
E00011792,0.01,0.01,0.02,0.0,0.97
E00011793,0.01,0.04,0.01,0.02,0.92
E00011794,0.01,0.02,0.01,0.0,0.96
E00011795,0.0,0.0,0.04,0.0,0.96
E00011796,0.02,0.03,0.04,0.0,0.91
E00011797,0.02,0.05,0.0,0.0,0.93
E00011798,0.02,0.0,0.01,0.0,0.96
E00011799,0.01,0.05,0.0,0.0,0.93
E00011800,0.02,0.03,0.01,0.0,0.94
E00011801,0.03,0.04,0.01,0.01,0.91
E00011802,0.03,0.02,0.01,0.0,0.94
E00011803,0.01,0.01,0.0,0.0,0.97
E00011804,0.0,0.01,0.0,0.02,0.98
E00011805,0.05,0.03,0.03,0.0,0.89
E00011806,0.02,0.04,0.02,0.02,0.91
E00011807,0.01,0.02,0.01,0.0,0.96
E00011808,0.02,0.0,0.0,0.0,0.97
E00011809,0.01,0.02,0.0,0.0,0.97
E00011810,0.01,0.04,0.02,0.0,0.92
E00011811,0.02,0.01,0.01,0.01,0.95
E00011812,0.03,0.03,0.03,0.0,0.9
E00011813,0.01,0.01,0.0,0.0,0.98
E00011814,0.01,0.0,0.01,0.02,0.96
E00011815,0.02,0.02,0.0,0.0,0.94
E00011816,0.02,0.04,0.02,0.0,0.92
E00011817,0.01,0.08,0.03,0.0,0.88
E00011818,0.01,0.03,0.06,0.01,0.9
E00011819,0.0,0.01,0.01,0.0,0.97
E00011820,0.02,0.03,0.07,0.0,0.88
E00011821,0.04,0.01,0.11,0.0,0.85
E00011822,0.04,0.01,0.05,0.0,0.9
E00011823,0.01,0.0,0.05,0.0,0.93
E00011824,0.0,0.01,0.04,0.01,0.94
E00011825,0.02,0.02,0.06,0.02,0.89
E00011826,0.01,0.05,0.11,0.0,0.83
E00011827,0.03,0.02,0.14,0.0,0.81
E00011828,0.02,0.0,0.02,0.0,0.95
E00011829,0.03,0.02,0.08,0.01,0.87
E00011830,0.02,0.03,0.08,0.0,0.87
E00011831,0.03,0.04,0.09,0.0,0.83
E00011832,0.01,0.04,0.02,0.0,0.91
E00011833,0.01,0.0,0.11,0.0,0.87
E00011834,0.04,0.05,0.2,0.0,0.7
E00011835,0.01,0.0,0.03,0.02,0.93
E00011836,0.05,0.05,0.1,0.0,0.8
E00011837,0.03,0.07,0.12,0.0,0.78
E00011838,0.06,0.03,0.05,0.0,0.86
E00011839,0.04,0.03,0.3,0.01,0.65
E00011840,0.02,0.05,0.15,0.0,0.78
E00011841,0.05,0.05,0.04,0.0,0.86
E00011842,0.04,0.06,0.09,0.01,0.8
E00011843,0.02,0.01,0.04,0.01,0.92
E00011844,0.02,0.1,0.11,0.0,0.78
E00011845,0.01,0.05,0.11,0.01,0.82
E00011846,0.03,0.05,0.22,0.04,0.66
E00011847,0.02,0.05,0.07,0.01,0.87
E00011848,0.01,0.03,0.08,0.01,0.87
E00011849,0.04,0.06,0.12,0.0,0.78
E00011850,0.03,0.0,0.2,0.0,0.78
E00011851,0.01,0.01,0.13,0.03,0.81
E00011852,0.04,0.04,0.12,0.01,0.8
E00011853,0.04,0.06,0.11,0.0,0.78
E00011854,0.02,0.04,0.09,0.0,0.86
E00011855,0.03,0.04,0.06,0.0,0.86
E00011856,0.01,0.03,0.1,0.02,0.83
E00011857,0.03,0.05,0.07,0.01,0.84
E00011858,0.02,0.02,0.1,0.0,0.85
E00011859,0.01,0.01,0.09,0.02,0.86
E00011860,0.03,0.06,0.15,0.0,0.75
E00011861,0.01,0.03,0.05,0.02,0.88
E00011862,0.01,0.01,0.0,0.0,0.97
E00011863,0.01,0.1,0.03,0.01,0.86
E00011864,0.02,0.06,0.02,0.0,0.91
E00011865,0.03,0.06,0.01,0.01,0.9
E00011866,0.01,0.11,0.02,0.0,0.87
E00011867,0.04,0.1,0.1,0.0,0.76
E00011868,0.03,0.04,0.06,0.0,0.87
E00011869,0.03,0.07,0.03,0.0,0.87
E00011870,0.03,0.09,0.01,0.01,0.86
E00011871,0.02,0.01,0.02,0.0,0.95
E00011873,0.01,0.03,0.05,0.0,0.9
E00011874,0.05,0.03,0.04,0.0,0.88
E00011875,0.04,0.04,0.01,0.0,0.9
E00011876,0.05,0.11,0.06,0.01,0.78
E00011878,0.0,0.14,0.01,0.0,0.84
E00011879,0.01,0.03,0.02,0.01,0.92
E00011880,0.01,0.01,0.01,0.0,0.97
E00011881,0.01,0.03,0.01,0.0,0.95
E00011882,0.01,0.05,0.01,0.0,0.92
E00011883,0.04,0.09,0.02,0.04,0.79
E00011884,0.03,0.07,0.01,0.01,0.89
E00011885,0.02,0.1,0.0,0.01,0.87
E00011886,0.04,0.11,0.02,0.03,0.79
E00011887,0.03,0.08,0.04,0.01,0.84
E00011888,0.01,0.08,0.0,0.0,0.91
E00011889,0.03,0.12,0.01,0.0,0.85
E00011890,0.02,0.04,0.02,0.0,0.92
E00011891,0.04,0.05,0.01,0.0,0.89
E00011892,0.01,0.03,0.01,0.0,0.96
E00011893,0.04,0.11,0.04,0.01,0.8
E00011894,0.01,0.03,0.0,0.0,0.96
E00011895,0.01,0.02,0.01,0.0,0.95
E00011896,0.0,0.04,0.06,0.01,0.88
E00011897,0.02,0.01,0.07,0.01,0.89
E00011898,0.01,0.07,0.02,0.02,0.88
E00011899,0.02,0.07,0.02,0.0,0.88
E00011900,0.01,0.06,0.02,0.01,0.91
E00011901,0.01,0.01,0.03,0.0,0.94
E00011902,0.02,0.02,0.02,0.0,0.94
E00011903,0.01,0.05,0.0,0.02,0.91
E00011904,0.03,0.02,0.0,0.01,0.94
E00011905,0.02,0.01,0.01,0.01,0.96
E00011906,0.01,0.02,0.01,0.0,0.96
E00011907,0.02,0.02,0.02,0.0,0.92
E00011908,0.02,0.01,0.04,0.0,0.91
E00011909,0.02,0.04,0.01,0.0,0.93
E00011910,0.0,0.02,0.0,0.0,0.98
E00011911,0.0,0.02,0.0,0.0,0.97
E00011912,0.03,0.0,0.01,0.0,0.95
E00011913,0.01,0.01,0.02,0.01,0.96
E00011914,0.04,0.08,0.03,0.01,0.84
E00011915,0.01,0.01,0.0,0.0,0.97
E00011916,0.01,0.0,0.0,0.0,0.98
E00011917,0.01,0.01,0.0,0.0,0.97
E00011918,0.01,0.01,0.0,0.0,0.98
E00011919,0.01,0.0,0.0,0.01,0.99
E00011920,0.01,0.03,0.01,0.01,0.94
E00011921,0.01,0.01,0.01,0.01,0.97
E00011922,0.01,0.04,0.04,0.01,0.9
E00011923,0.0,0.02,0.0,0.0,0.98
E00011924,0.01,0.0,0.02,0.0,0.96
E00011925,0.01,0.0,0.01,0.0,0.98
E00011926,0.0,0.01,0.0,0.0,0.99
E00011927,0.0,0.02,0.0,0.0,0.97
E00011928,0.01,0.0,0.0,0.0,0.99
E00011929,0.01,0.03,0.0,0.0,0.97
E00011930,0.01,0.01,0.0,0.0,0.98
E00011931,0.01,0.01,0.0,0.0,0.98
E00011932,0.01,0.05,0.02,0.0,0.93
E00011933,0.0,0.06,0.0,0.0,0.94
E00011934,0.0,0.02,0.0,0.0,0.97
E00011935,0.02,0.03,0.0,0.0,0.94
E00011936,0.03,0.04,0.01,0.0,0.92
E00011937,0.02,0.02,0.02,0.0,0.94
E00011938,0.02,0.04,0.01,0.0,0.94
E00011939,0.01,0.05,0.0,0.0,0.95
E00011940,0.01,0.04,0.02,0.01,0.92
E00011941,0.02,0.58,0.08,0.04,0.28
E00011942,0.01,0.62,0.09,0.06,0.23
E00011943,0.05,0.4,0.22,0.03,0.3
E00011944,0.03,0.74,0.06,0.06,0.11
E00011945,0.03,0.57,0.2,0.04,0.17
E00011946,0.07,0.48,0.12,0.01,0.33
E00011947,0.03,0.44,0.09,0.07,0.36
E00011948,0.02,0.63,0.08,0.07,0.2
E00011949,0.04,0.49,0.1,0.07,0.3
E00011950,0.05,0.54,0.2,0.03,0.18
E00011951,0.04,0.56,0.05,0.05,0.31
E00011952,0.02,0.64,0.1,0.05,0.2
E00011953,0.03,0.54,0.08,0.05,0.29
E00011954,0.01,0.66,0.06,0.04,0.22
E00011955,0.02,0.58,0.12,0.05,0.22
E00011956,0.02,0.74,0.1,0.05,0.07
E00011957,0.02,0.65,0.1,0.08,0.15
E00011958,0.04,0.62,0.04,0.07,0.24
E00011959,0.04,0.42,0.14,0.1,0.3
E00011960,0.02,0.36,0.16,0.06,0.4
E00011961,0.05,0.2,0.09,0.04,0.62
E00011962,0.04,0.2,0.15,0.03,0.59
E00011963,0.07,0.15,0.19,0.03,0.56
E00011964,0.06,0.46,0.11,0.03,0.35
E00011965,0.08,0.25,0.17,0.02,0.49
E00011966,0.04,0.23,0.24,0.05,0.45
E00011967,0.06,0.22,0.21,0.03,0.48
E00011968,0.04,0.28,0.22,0.03,0.42
E00011969,0.05,0.22,0.19,0.03,0.51
E00011970,0.02,0.54,0.07,0.07,0.32
E00011971,0.05,0.47,0.09,0.05,0.34
E00011972,0.06,0.15,0.29,0.05,0.44
E00011973,0.03,0.37,0.13,0.07,0.39
E00011974,0.05,0.57,0.14,0.01,0.24
E00011975,0.03,0.29,0.18,0.06,0.44
E00011976,0.03,0.32,0.29,0.04,0.33
E00011977,0.02,0.5,0.09,0.04,0.35
E00011978,0.05,0.48,0.2,0.01,0.28
E00011979,0.02,0.35,0.13,0.05,0.45
E00011980,0.05,0.38,0.12,0.09,0.36
E00011982,0.04,0.66,0.1,0.06,0.15
E00011983,0.03,0.66,0.06,0.02,0.23
E00011984,0.03,0.33,0.09,0.04,0.51
E00011985,0.05,0.36,0.1,0.08,0.41
E00011986,0.03,0.21,0.19,0.01,0.56
E00011987,0.04,0.27,0.21,0.06,0.42
E00011988,0.04,0.29,0.08,0.07,0.52
E00011989,0.04,0.28,0.13,0.01,0.53
E00011990,0.02,0.3,0.14,0.08,0.46
E00011991,0.04,0.38,0.11,0.02,0.45
E00011992,0.03,0.21,0.15,0.03,0.59
E00011993,0.03,0.43,0.21,0.05,0.28
E00011994,0.07,0.33,0.19,0.02,0.39
E00011995,0.07,0.36,0.16,0.02,0.4
E00011996,0.06,0.41,0.16,0.03,0.35
E00011997,0.01,0.42,0.11,0.06,0.39
E00011998,0.04,0.33,0.14,0.03,0.45
E00011999,0.07,0.27,0.11,0.03,0.51
E00012000,0.02,0.28,0.13,0.03,0.53
E00012001,0.05,0.3,0.17,0.05,0.43
E00012002,0.04,0.37,0.15,0.04,0.4
E00012003,0.03,0.47,0.22,0.02,0.25
E00012004,0.04,0.26,0.14,0.05,0.51
E00012005,0.01,0.39,0.1,0.03,0.47
E00012006,0.03,0.35,0.13,0.02,0.47
E00012007,0.01,0.33,0.15,0.06,0.46
E00012008,0.03,0.34,0.13,0.01,0.48
E00012009,0.09,0.23,0.15,0.01,0.53
E00012010,0.02,0.39,0.13,0.02,0.44
E00012011,0.06,0.26,0.12,0.05,0.5
E00012012,0.02,0.21,0.08,0.08,0.6
E00012013,0.05,0.16,0.02,0.02,0.75
E00012015,0.04,0.18,0.07,0.05,0.66
E00012016,0.03,0.11,0.05,0.02,0.8
E00012017,0.02,0.27,0.04,0.01,0.66
E00012018,0.02,0.41,0.11,0.02,0.44
E00012019,0.03,0.24,0.05,0.02,0.66
E00012020,0.02,0.22,0.03,0.01,0.72
E00012021,0.01,0.22,0.08,0.01,0.68
E00012023,0.03,0.11,0.06,0.02,0.77
E00012024,0.03,0.2,0.08,0.05,0.64
E00012025,0.03,0.22,0.13,0.01,0.61
E00012026,0.02,0.19,0.03,0.02,0.75
E00012027,0.04,0.14,0.04,0.02,0.76
E00012028,0.07,0.21,0.09,0.03,0.6
E00012029,0.07,0.21,0.08,0.01,0.62
E00012030,0.05,0.18,0.04,0.01,0.72
E00012031,0.07,0.19,0.07,0.02,0.64
E00012032,0.06,0.17,0.15,0.04,0.58
E00012033,0.04,0.09,0.09,0.01,0.77
E00012034,0.02,0.29,0.06,0.01,0.62
E00012035,0.05,0.19,0.11,0.01,0.65
E00012036,0.04,0.1,0.15,0.03,0.69
E00012037,0.05,0.14,0.05,0.02,0.74
E00012038,0.02,0.13,0.1,0.02,0.72
E00012039,0.03,0.16,0.09,0.02,0.71
E00012040,0.03,0.16,0.03,0.03,0.76
E00012041,0.02,0.16,0.06,0.01,0.74
E00012042,0.03,0.21,0.06,0.04,0.65
E00012043,0.04,0.19,0.07,0.01,0.67
E00012044,0.01,0.19,0.0,0.03,0.77
E00012045,0.02,0.16,0.02,0.02,0.79
E00012046,0.06,0.11,0.04,0.05,0.75
E00012047,0.01,0.11,0.05,0.02,0.82
E00012048,0.03,0.13,0.02,0.0,0.82
E00012049,0.03,0.1,0.07,0.0,0.8
E00012050,0.01,0.15,0.01,0.01,0.82
E00012051,0.03,0.07,0.01,0.0,0.9
E00012052,0.03,0.13,0.07,0.03,0.73
E00012053,0.01,0.09,0.01,0.01,0.87
E00012054,0.07,0.11,0.03,0.02,0.76
E00012055,0.06,0.09,0.03,0.02,0.8
E00012056,0.01,0.1,0.03,0.04,0.82
E00012057,0.04,0.12,0.07,0.01,0.77
E00012058,0.05,0.09,0.02,0.01,0.82
E00012059,0.04,0.06,0.04,0.01,0.85
E00012060,0.03,0.06,0.01,0.02,0.88
E00012061,0.01,0.08,0.03,0.0,0.87
E00012062,0.03,0.11,0.03,0.0,0.82
E00012063,0.02,0.13,0.05,0.02,0.78
E00012064,0.02,0.14,0.01,0.02,0.81
E00012065,0.04,0.12,0.0,0.01,0.82
E00012066,0.01,0.15,0.01,0.01,0.8
E00012067,0.04,0.19,0.01,0.01,0.75
E00012068,0.03,0.15,0.02,0.01,0.79
E00012069,0.04,0.18,0.05,0.05,0.68
E00012070,0.06,0.16,0.05,0.02,0.71
E00012071,0.02,0.05,0.01,0.0,0.92
E00012072,0.01,0.19,0.01,0.0,0.79
E00012073,0.06,0.11,0.03,0.01,0.78
E00012074,0.05,0.16,0.01,0.0,0.77
E00012075,0.02,0.16,0.03,0.0,0.78
E00012076,0.04,0.16,0.01,0.0,0.8
E00012077,0.03,0.14,0.04,0.0,0.79
E00012078,0.02,0.09,0.02,0.01,0.86
E00012079,0.05,0.27,0.05,0.03,0.6
E00012080,0.06,0.33,0.06,0.05,0.51
E00012081,0.03,0.25,0.08,0.06,0.58
E00012082,0.02,0.21,0.11,0.02,0.63
E00012083,0.08,0.24,0.09,0.03,0.56
E00012084,0.04,0.29,0.11,0.03,0.53
E00012085,0.03,0.3,0.08,0.04,0.55
E00012086,0.07,0.22,0.04,0.06,0.6
E00012087,0.04,0.39,0.14,0.03,0.4
E00012088,0.04,0.28,0.1,0.03,0.55
E00012089,0.02,0.48,0.09,0.01,0.38
E00012090,0.0,0.2,0.14,0.0,0.65
E00012091,0.03,0.23,0.07,0.02,0.65
E00012092,0.04,0.22,0.04,0.01,0.69
E00012093,0.03,0.23,0.06,0.03,0.64
E00012094,0.05,0.34,0.11,0.05,0.45
E00012095,0.04,0.37,0.06,0.01,0.52
E00012096,0.04,0.34,0.07,0.02,0.53
E00012097,0.02,0.33,0.09,0.03,0.53
E00012098,0.03,0.47,0.08,0.02,0.39
E00012099,0.05,0.19,0.07,0.02,0.66
E00012100,0.07,0.36,0.09,0.06,0.43
E00012101,0.04,0.13,0.08,0.01,0.75
E00012102,0.04,0.21,0.11,0.01,0.65
E00012103,0.04,0.25,0.2,0.05,0.45
E00012104,0.06,0.11,0.23,0.01,0.6
E00012105,0.03,0.19,0.08,0.01,0.69
E00012106,0.04,0.21,0.15,0.04,0.55
E00012107,0.06,0.24,0.06,0.07,0.57
E00012108,0.03,0.22,0.07,0.06,0.61
E00012109,0.04,0.26,0.06,0.05,0.59
E00012110,0.02,0.23,0.13,0.08,0.54
E00012111,0.03,0.29,0.07,0.06,0.54
E00012112,0.01,0.25,0.16,0.04,0.54
E00012113,0.02,0.12,0.01,0.0,0.85
E00012114,0.05,0.15,0.01,0.02,0.77
E00012115,0.04,0.09,0.01,0.0,0.86
E00012116,0.01,0.25,0.02,0.0,0.72
E00012117,0.04,0.1,0.01,0.01,0.84
E00012118,0.02,0.11,0.0,0.0,0.86
E00012119,0.05,0.17,0.02,0.02,0.75
E00012120,0.03,0.09,0.01,0.0,0.87
E00012121,0.04,0.13,0.01,0.01,0.81
E00012122,0.03,0.08,0.03,0.0,0.87
E00012123,0.02,0.14,0.01,0.05,0.78
E00012124,0.02,0.07,0.02,0.02,0.87
E00012126,0.04,0.29,0.05,0.01,0.61
E00012127,0.02,0.11,0.01,0.0,0.85
E00012128,0.03,0.13,0.0,0.03,0.82
E00012129,0.01,0.06,0.0,0.03,0.9
E00012130,0.06,0.24,0.03,0.02,0.65
E00012131,0.05,0.15,0.01,0.03,0.76
E00012132,0.02,0.2,0.01,0.0,0.78
E00012133,0.03,0.22,0.01,0.0,0.75
E00012134,0.03,0.09,0.0,0.01,0.87
E00012135,0.01,0.09,0.01,0.02,0.87
E00012136,0.02,0.19,0.02,0.01,0.77
E00012137,0.0,0.26,0.01,0.0,0.73
E00012138,0.02,0.16,0.0,0.01,0.82
E00012139,0.03,0.14,0.04,0.01,0.79
E00012140,0.03,0.08,0.0,0.0,0.89
E00012141,0.02,0.09,0.04,0.01,0.83
E00012142,0.04,0.11,0.02,0.02,0.8
E00012143,0.02,0.14,0.01,0.0,0.83
E00012144,0.07,0.1,0.02,0.0,0.8
E00012145,0.03,0.07,0.01,0.01,0.87
E00012146,0.06,0.15,0.03,0.03,0.73
E00012147,0.0,0.13,0.0,0.01,0.85
E00012148,0.0,0.15,0.05,0.03,0.77
E00012149,0.03,0.08,0.03,0.01,0.86
E00012150,0.02,0.03,0.01,0.0,0.94
E00012151,0.02,0.1,0.01,0.02,0.85
E00012152,0.02,0.05,0.01,0.01,0.91
E00012153,0.02,0.16,0.0,0.01,0.8
E00012154,0.03,0.06,0.03,0.0,0.87
E00012155,0.0,0.08,0.0,0.0,0.92
E00012156,0.01,0.14,0.04,0.01,0.8
E00012157,0.05,0.08,0.04,0.02,0.8
E00012158,0.02,0.11,0.02,0.04,0.81
E00012159,0.03,0.03,0.02,0.0,0.91
E00012160,0.01,0.05,0.0,0.02,0.92
E00012161,0.05,0.08,0.05,0.01,0.8
E00012162,0.03,0.06,0.03,0.04,0.84
E00012163,0.04,0.03,0.01,0.01,0.91
E00012164,0.01,0.06,0.02,0.01,0.89
E00012165,0.0,0.01,0.04,0.04,0.91
E00012166,0.02,0.1,0.02,0.0,0.86
E00012167,0.01,0.06,0.02,0.02,0.87
E00012168,0.0,0.06,0.04,0.0,0.9
E00012169,0.05,0.04,0.03,0.0,0.89
E00012170,0.03,0.03,0.05,0.0,0.88
E00012171,0.02,0.03,0.03,0.02,0.89
E00012172,0.02,0.06,0.02,0.0,0.9
E00012173,0.0,0.04,0.01,0.0,0.94
E00012174,0.06,0.14,0.1,0.07,0.64
E00012175,0.05,0.19,0.02,0.02,0.72
E00012176,0.03,0.2,0.07,0.01,0.68
E00012177,0.04,0.48,0.08,0.07,0.33
E00012178,0.03,0.31,0.05,0.05,0.57
E00012179,0.05,0.33,0.24,0.07,0.3
E00012180,0.06,0.4,0.07,0.04,0.41
E00012181,0.06,0.23,0.03,0.04,0.65
E00012182,0.04,0.34,0.08,0.03,0.52
E00012183,0.03,0.27,0.07,0.03,0.6
E00012184,0.06,0.25,0.04,0.01,0.64
E00012185,0.05,0.12,0.05,0.02,0.77
E00012186,0.06,0.44,0.09,0.02,0.4
E00012187,0.03,0.38,0.1,0.03,0.46
E00012188,0.04,0.49,0.05,0.06,0.35
E00012189,0.06,0.36,0.11,0.03,0.45
E00012190,0.07,0.24,0.1,0.07,0.51
E00012191,0.04,0.28,0.08,0.04,0.56
E00012192,0.05,0.36,0.08,0.03,0.47
E00012193,0.03,0.62,0.07,0.03,0.25
E00012194,0.03,0.27,0.05,0.05,0.6
E00012195,0.04,0.49,0.08,0.02,0.39
E00012196,0.02,0.5,0.04,0.02,0.4
E00012197,0.02,0.45,0.08,0.03,0.42
E00012198,0.06,0.17,0.07,0.03,0.67
E00012199,0.08,0.38,0.08,0.08,0.38
E00012200,0.05,0.56,0.04,0.07,0.28
E00012201,0.04,0.49,0.07,0.12,0.27
E00012202,0.03,0.16,0.05,0.04,0.71
E00012203,0.06,0.32,0.05,0.03,0.54
E00012204,0.04,0.14,0.14,0.02,0.66
E00012205,0.04,0.27,0.03,0.0,0.66
E00012206,0.04,0.3,0.07,0.02,0.58
E00012207,0.08,0.1,0.15,0.05,0.61
E00012208,0.1,0.16,0.12,0.05,0.57
E00012209,0.05,0.16,0.09,0.01,0.69
E00012210,0.04,0.11,0.03,0.03,0.78
E00012211,0.04,0.19,0.05,0.02,0.71
E00012212,0.06,0.2,0.11,0.02,0.62
E00012213,0.06,0.22,0.01,0.02,0.7
E00012214,0.06,0.19,0.05,0.02,0.67
E00012215,0.04,0.21,0.02,0.03,0.69
E00012216,0.05,0.06,0.07,0.07,0.76
E00012217,0.02,0.25,0.03,0.03,0.66
E00012218,0.02,0.17,0.03,0.06,0.71
E00012219,0.06,0.18,0.04,0.04,0.68
E00012220,0.1,0.15,0.06,0.03,0.67
E00012221,0.05,0.17,0.05,0.0,0.73
E00012222,0.05,0.17,0.03,0.05,0.69
E00012223,0.07,0.21,0.07,0.02,0.63
E00012224,0.06,0.24,0.02,0.01,0.67
E00012225,0.03,0.23,0.05,0.01,0.67
E00012226,0.07,0.17,0.11,0.01,0.63
E00012227,0.05,0.29,0.1,0.03,0.54
E00012228,0.05,0.42,0.07,0.04,0.43
E00012229,0.05,0.21,0.11,0.02,0.6
E00012230,0.07,0.3,0.07,0.02,0.54
E00012231,0.02,0.31,0.1,0.02,0.54
E00012232,0.05,0.28,0.16,0.02,0.5
E00012233,0.05,0.14,0.09,0.01,0.7
E00012234,0.05,0.17,0.05,0.01,0.72
E00012235,0.02,0.34,0.09,0.01,0.54
E00012236,0.05,0.18,0.04,0.02,0.72
E00012237,0.04,0.17,0.04,0.04,0.73
E00012238,0.07,0.17,0.04,0.0,0.72
E00012239,0.02,0.24,0.03,0.02,0.69
E00012240,0.02,0.25,0.02,0.06,0.66
E00012241,0.02,0.24,0.05,0.01,0.68
E00012242,0.04,0.21,0.04,0.04,0.68
E00012243,0.08,0.23,0.04,0.0,0.64
E00012244,0.03,0.21,0.05,0.03,0.68
E00012245,0.0,0.03,0.02,0.03,0.92
E00012246,0.05,0.12,0.02,0.01,0.8
E00012247,0.04,0.12,0.01,0.0,0.84
E00012248,0.01,0.1,0.0,0.01,0.88
E00012249,0.02,0.06,0.0,0.0,0.91
E00012250,0.02,0.09,0.01,0.02,0.86
E00012251,0.02,0.09,0.02,0.01,0.85
E00012252,0.02,0.38,0.05,0.06,0.5
E00012253,0.05,0.18,0.01,0.01,0.75
E00012254,0.04,0.11,0.01,0.01,0.82
E00012255,0.07,0.15,0.01,0.02,0.74
E00012256,0.03,0.04,0.03,0.01,0.88
E00012257,0.02,0.18,0.0,0.0,0.8
E00012258,0.07,0.12,0.02,0.0,0.79
E00012259,0.01,0.15,0.0,0.0,0.83
E00012260,0.03,0.12,0.02,0.0,0.83
E00012261,0.02,0.35,0.02,0.04,0.57
E00012262,0.02,0.12,0.02,0.0,0.85
E00012263,0.03,0.24,0.0,0.01,0.71
E00012264,0.03,0.1,0.0,0.02,0.86
E00012265,0.03,0.11,0.02,0.04,0.81
E00012266,0.0,0.19,0.0,0.02,0.78
E00012267,0.04,0.21,0.04,0.05,0.66
E00012268,0.01,0.15,0.01,0.02,0.81
E00012269,0.05,0.08,0.04,0.01,0.83
E00012270,0.03,0.14,0.0,0.02,0.81
E00012271,0.01,0.09,0.02,0.02,0.87
E00012272,0.02,0.07,0.07,0.01,0.83
E00012273,0.03,0.21,0.01,0.02,0.73
E00012274,0.01,0.23,0.0,0.04,0.72
